price,bedrooms,bathrooms,deposit_amount,furnished,title_char_count,title_avg_word_length,title_tfidf_0,title_tfidf_2,title_tfidf_4,title_tfidf_8,description_char_count,description_word_count,description_avg_word_length,description_tfidf_0,description_tfidf_4,description_tfidf_6,description_tfidf_8,price bedrooms,price bathrooms,price deposit_amount,bedrooms bathrooms,bedrooms deposit_amount,bathrooms deposit_amount,bathrooms_bin,num_row_mean,property_type_count,lease_term_count,payment_method_text_count,contact_type_count,geo_cluster,geo_dist_to_centre,latitude_norm,longitude_norm
1352,1,2,1000,1,28,6.25,0.0,0.4472135954999579,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,1352.0,2704.0,1352000.0,2.0,1000.0,2000.0,0,588.75,4970,4935,3846,7613,14,2.9355833171616177,-0.5425301572742272,-1.5901585230228974
1487,3,1,1000,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,4461.0,1487.0,1487000.0,3.0,3000.0,1000.0,0,622.75,5066,5131,3704,7613,2,3.0199693885972563,-1.5287760789276081,0.08977473099221368
881,4,3,1500,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,3524.0,2643.0,1321500.0,12.0,6000.0,4500.0,1,597.0,4970,4934,3704,7387,19,2.484328515631615,-0.7347410880098292,-0.8767339314922972
3301,2,2,1500,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,6602.0,6602.0,4951500.0,4.0,3000.0,3000.0,0,1201.25,4964,4934,3704,7387,16,3.0629162190475046,-0.335363532098831,-0.1822235552970925
2900,3,2,1000,1,28,6.25,0.0,0.4472135954999579,0.0,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,8700.0,5800.0,2900000.0,6.0,3000.0,2000.0,0,976.25,4964,4934,3704,7387,12,3.864007535472884,0.5349022759111364,1.6943177633544777
2422,2,3,1500,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,4844.0,7266.0,3633000.0,6.0,3000.0,4500.0,1,981.75,5066,5131,3757,7613,18,3.2266589968797077,0.5423887680410923,0.6170074083052162
849,1,3,1000,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,849.0,2547.0,849000.0,3.0,1000.0,3000.0,1,463.25,5066,4934,3846,7387,4,2.470215760988814,0.8165015768817941,0.8637781395336553
2227,4,2,1000,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,8908.0,4454.0,2227000.0,8.0,4000.0,2000.0,0,808.25,4964,4934,3846,7387,14,3.805368108121556,0.4715523748393153,-1.4098326819562488
1730,0,2,0,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,0.0,3460.0,0.0,0.0,0.0,0.0,0,433.0,4970,4934,3846,7613,8,2.8535912530217518,1.5818873357920291,1.540191422020186
1308,2,3,0,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,2616.0,3924.0,0.0,6.0,0.0,0.0,1,328.25,4970,5131,3693,7387,12,1.9937799217735888,-0.2608962766632107,1.5728590845229047
1568,4,2,1000,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,6272.0,3136.0,1568000.0,8.0,4000.0,2000.0,0,643.5,4970,4935,3757,7613,17,3.151749518092911,1.6906921740684686,-0.34124402511059915
938,0,3,1000,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,0.0,2814.0,938000.0,0.0,0.0,3000.0,1,485.25,4964,4935,3693,7613,6,1.3346582863789325,-0.2192450998941058,-0.5197894011594167
2449,2,2,1500,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,4898.0,4898.0,3673500.0,4.0,3000.0,3000.0,0,988.25,4964,4935,3693,7387,0,3.0144247468597736,0.6754512240042033,-0.8682272652956272
2180,2,3,1000,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,4360.0,6540.0,2180000.0,6.0,2000.0,3000.0,1,796.25,5066,4934,3846,7613,14,0.9945127450427453,0.010986145376757883,-1.4288931190562768
3205,2,2,0,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,6410.0,6410.0,0.0,4.0,0.0,0.0,0,802.25,5066,4935,3846,7613,17,1.5834065670599655,1.3926329643040765,-0.451392020374266
2392,1,2,1500,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,2392.0,4784.0,3588000.0,2.0,1500.0,3000.0,0,973.75,5066,4934,3846,7613,8,1.6216048187845988,0.942578945499596,1.4788126859432615
955,1,1,0,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,955.0,955.0,0.0,1.0,0.0,0.0,0,239.25,4964,5131,3704,7613,2,2.5963852244894325,-0.8346416689030847,0.33983115128756597
3293,0,3,0,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,0.0,9879.0,0.0,0.0,0.0,0.0,1,824.0,5066,5131,3846,7387,19,3.2024855221199036,-0.6416872759004487,-1.0551760921777729
1550,2,3,1000,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,3100.0,4650.0,1550000.0,6.0,2000.0,3000.0,1,638.75,5066,5131,3846,7613,16,2.359432164159902,0.008513701093637333,-0.29889132101279237
1802,2,2,1500,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,3604.0,3604.0,2703000.0,4.0,3000.0,3000.0,0,826.5,4964,5131,3693,7387,7,1.7880003634128403,1.0353215408459948,-1.6252259427238651
1047,0,1,500,1,28,6.25,0.0,0.4472135954999579,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,0.0,1047.0,523500.0,0.0,0.0,500.0,0,387.0,4970,5131,3693,7387,7,1.972041079549425,1.012464398592556,-1.2596801321111086
2101,3,2,500,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,6303.0,4202.0,1050500.0,6.0,1500.0,1000.0,0,651.5,4964,4934,3757,7613,18,2.844885740532912,-0.16372748735545806,0.2294939278577316
2701,0,3,0,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,0.0,8103.0,0.0,0.0,0.0,0.0,1,676.0,5066,4934,3757,7387,12,2.7373275655116327,-0.4027592510884298,1.4448720339590408
2566,4,2,1500,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,10264.0,5132.0,3849000.0,8.0,6000.0,3000.0,0,1018.0,4970,5131,3693,7387,10,3.5284147039146445,0.8091015338526732,-0.012812738905376505
1053,4,1,1500,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,4212.0,1053.0,1579500.0,4.0,6000.0,1500.0,0,639.5,4964,4935,3846,7387,13,1.7918411026009509,-0.9549096579465406,0.8559079680775531
2896,0,3,1500,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,0.0,8688.0,4344000.0,0.0,0.0,4500.0,1,1099.75,4970,5131,3704,7613,0,3.4811210907810257,1.6598817145406628,-0.9911825668957798
1279,0,2,1000,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,0.0,2558.0,1279000.0,0.0,0.0,2000.0,0,570.25,4970,4934,3693,7613,2,2.736863319416582,-0.6919833627503552,-0.03722317233964426
2016,0,2,1500,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,0.0,4032.0,3024000.0,0.0,0.0,3000.0,0,879.5,4970,5131,3846,7387,16,3.2615267119088385,-0.35716599532250004,-0.20087113094375297
2796,2,1,500,0,14,6.5,0.0,0.0,0.0,0.5773502691896257,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,5592.0,2796.0,1398000.0,2.0,1000.0,500.0,0,824.75,5066,5131,3757,7387,18,3.123735622335211,-0.3363490518480065,0.6562980566234321
985,4,1,500,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,3940.0,985.0,492500.0,4.0,2000.0,500.0,0,372.5,5066,4935,3757,7613,2,3.634378126198084,-0.643900372881187,0.37243000354809763
2021,1,2,1000,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,2021.0,4042.0,2021000.0,2.0,1000.0,2000.0,0,756.0,5066,5131,3757,7613,2,1.410033103011355,-0.8409697430821951,0.11484746300782335
1269,1,2,1500,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,1269.0,2538.0,1903500.0,2.0,1500.0,3000.0,0,693.0,4964,5131,3704,7387,18,3.7769886556356917,-0.3819077279737006,0.7336149650588647
3138,0,1,500,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,0.0,3138.0,1569000.0,0.0,0.0,500.0,0,909.75,5066,4935,3757,7387,10,3.3618446717918573,1.6409320716435674,0.05236776305517054
2860,0,1,1500,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,0.0,2860.0,4290000.0,0.0,0.0,1500.0,0,1090.25,4964,4934,3846,7387,14,3.391903623007862,0.42141189637096105,-1.4933511134734307
2678,3,3,1500,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,8034.0,8034.0,4017000.0,9.0,4500.0,4500.0,1,1046.0,4964,5131,3693,7387,15,2.8844792583841152,-0.8250458187134662,0.41057668158917243
923,2,1,1000,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,1846.0,923.0,923000.0,2.0,2000.0,1000.0,0,481.5,4964,4934,3757,7387,13,3.2284389211917865,-1.4684691862042716,1.201731043008695
1540,3,1,1000,0,14,6.5,0.0,0.0,0.0,0.5773502691896257,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,4620.0,1540.0,1540000.0,3.0,3000.0,1000.0,0,636.0,4964,4935,3704,7613,13,3.7085089336129675,-0.571749953347135,1.2875202125197651
1227,4,3,1500,0,14,6.5,0.0,0.0,0.0,0.5773502691896257,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,4908.0,3681.0,1840500.0,12.0,6000.0,4500.0,1,683.5,5066,5131,3704,7613,5,0.8954856167269434,-1.0761631667392948,1.4204271954037406
1786,1,2,0,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,1786.0,3572.0,0.0,2.0,0.0,0.0,0,447.25,4964,4935,3693,7613,15,1.34079936640028,-1.1659664926582851,0.7414593326740705
3171,3,1,0,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,9513.0,3171.0,0.0,3.0,0.0,0.0,0,793.75,4964,4935,3757,7613,10,2.4068912624984478,1.3259288381209124,0.006058470028483958
1783,2,1,1500,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,3566.0,1783.0,2674500.0,2.0,3000.0,1500.0,0,821.5,4970,5131,3704,7387,13,1.8444771822214323,-1.2400015025898532,1.1710932826519036
1393,0,2,1000,1,28,6.25,0.0,0.4472135954999579,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,0.0,2786.0,1393000.0,0.0,0.0,2000.0,0,598.75,4970,4935,3846,7613,0,2.99403507833532,1.607165052868112,-0.8464660261875828
1812,2,2,500,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,3624.0,3624.0,906000.0,4.0,1000.0,1000.0,0,579.0,5066,4935,3704,7387,4,3.099172984309449,0.8277053803465514,0.5816045386734484
1508,1,2,1000,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,1508.0,3016.0,1508000.0,2.0,1000.0,2000.0,0,627.75,4964,5131,3693,7613,10,2.272688674787424,1.3352826308282664,0.02380291124584178
1979,4,3,1000,0,14,6.5,0.0,0.0,0.0,0.5773502691896257,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,7916.0,5937.0,1979000.0,12.0,4000.0,3000.0,1,746.5,4970,5131,3757,7387,11,3.6728627589351475,-0.6243110066381333,-0.3166787686314408
1678,2,2,0,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,3356.0,3356.0,0.0,4.0,0.0,0.0,0,420.5,4970,5131,3757,7387,19,1.929697620447406,-1.3321389542306525,-1.0779694849193584
892,1,3,1000,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,892.0,2676.0,892000.0,3.0,1000.0,3000.0,1,474.0,4970,4934,3757,7387,13,2.822921384857955,-0.5854434909150077,1.0553372526458868
2356,4,1,1000,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,9424.0,2356.0,2356000.0,4.0,4000.0,1000.0,0,840.25,4964,5131,3693,7387,7,3.6398332924117427,1.5830111741025161,-1.2015354774194262
2856,1,2,1000,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,2856.0,5712.0,2856000.0,2.0,1000.0,2000.0,0,964.75,5066,4935,3757,7387,4,2.6467533826655405,1.0194321961176247,0.5426751441268068
1786,0,1,1000,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,0.0,1786.0,1786000.0,0.0,0.0,1000.0,0,696.75,4970,4934,3704,7387,17,2.888382384914908,1.5843079106146734,-0.5060703591131259
3186,2,2,0,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,6372.0,6372.0,0.0,4.0,0.0,0.0,0,797.5,5066,4935,3846,7613,18,0.2611121246377101,0.0482111281845091,0.501449207745625
2833,4,1,0,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,11332.0,2833.0,0.0,4.0,0.0,0.0,0,709.5,4970,5131,3846,7387,18,2.04427688058826,-0.18713790385414292,0.6026948779195261
1995,4,1,1500,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,7980.0,1995.0,2992500.0,4.0,6000.0,1500.0,0,875.0,5066,5131,3704,7387,3,0.8207822055087772,-0.0030186089540964346,-1.1283987911999513
2389,3,3,0,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,7167.0,7167.0,0.0,9.0,0.0,0.0,1,598.75,4970,5131,3846,7387,10,2.16195906397236,1.3527453491914168,0.45733324119038127
1211,0,3,1500,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,0.0,3633.0,1816500.0,0.0,0.0,4500.0,1,678.5,5066,4934,3704,7613,11,2.788825711977584,-0.7709459714280463,-0.47796997643895783
1226,4,2,1500,0,28,6.25,0.0,0.4472135954999579,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,4904.0,2452.0,1839000.0,8.0,6000.0,3000.0,0,683.0,5066,5131,3693,7613,4,2.8524789411188474,0.7652891295634294,0.7117505105876006
3314,3,1,0,1,14,6.5,0.0,0.0,0.0,0.5773502691896257,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,9942.0,3314.0,0.0,3.0,0.0,0.0,0,829.5,5066,4935,3757,7613,3,3.3396916427384826,-0.4058714187175086,-0.8810861793139061
1626,3,3,0,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,4878.0,4878.0,0.0,9.0,0.0,0.0,1,408.0,4970,4935,3693,7613,17,1.6401326449536415,1.2292095841373298,-0.1706032256390386
3256,3,2,500,1,28,6.25,0.0,0.4472135954999579,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,9768.0,6512.0,1628000.0,6.0,1500.0,1000.0,0,940.25,4964,5131,3693,7613,0,3.8307427146543795,0.6025573422032403,-0.7073403176612196
1912,2,2,1500,1,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,3824.0,3824.0,2868000.0,4.0,3000.0,3000.0,0,854.0,4970,5131,3704,7613,18,1.914789328747882,0.19666152409134374,0.6720814059369273
2091,3,2,1500,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,6273.0,4182.0,3136500.0,6.0,4500.0,3000.0,0,899.0,5066,4935,3757,7387,6,2.922384422905748,0.3342884925769971,-0.7551118283354533
1395,0,3,500,0,22,6.666666666666667,0.0,0.0,0.447213595499958,0.0,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,0.0,4185.0,697500.0,0.0,0.0,1500.0,1,474.5,5066,5131,3757,7613,3,2.307283523735035,-0.14242642891643573,-0.8419245501998064
1573,1,2,0,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,1573.0,3146.0,0.0,2.0,0.0,0.0,0,394.0,4964,4935,3757,7613,15,2.887527514600845,-0.7323032233670672,0.6156226021801143
1806,0,3,1500,1,15,7.0,0.5773502691896258,0.0,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,0.0,5418.0,2709000.0,0.0,0.0,4500.0,1,827.25,5066,4934,3757,7387,15,1.193590914225899,-1.1725539141397778,0.7259598256098265
1905,1,3,1000,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,29,5,5.0,0.37796447300922725,0.0,0.0,0.0,1905.0,5715.0,1905000.0,3.0,1000.0,3000.0,1,727.25,5066,4935,3846,7613,9,2.8660101723552325,-1.5975895631704349,-1.612195003099935
2102,3,3,1500,0,14,6.5,0.0,0.0,0.0,0.5773502691896257,39,4,9.0,0.0,0.0,0.0,0.3779644730092272,6306.0,6306.0,3153000.0,9.0,4500.0,4500.0,1,902.0,5066,5131,3693,7387,10,1.442882584663354,1.1703723261276977,0.0969051923441621
2134,1,1,1500,0,15,7.0,0.5773502691896258,0.0,0.0,0.0,25,4,5.5,0.0,0.0,0.447213595499958,0.0,2134.0,2134.0,3201000.0,1.0,1500.0,1500.0,0,909.0,5066,4934,3693,7613,16,3.637967019838794,0.5313059933175288,-0.30984075080900175
2439,2,1,0,0,14,6.5,0.0,0.0,0.0,0.5773502691896257,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,4878.0,2439.0,0.0,2.0,0.0,0.0,0,610.5,4964,4935,3704,7387,3,2.1110139250488227,0.30510327614432503,-0.9051697640975097
2330,1,3,0,1,28,6.25,0.0,0.4472135954999579,0.0,0.0,37,5,6.6,0.0,0.4472135954999579,0.0,0.0,2330.0,6990.0,0.0,3.0,0.0,0.0,1,583.5,4970,5131,3693,7387,19,1.7917091736858362,-1.0280110175895323,-1.1221714642774276
